record_id,db_source,author,year,title,doi,reviewer1,reviewer2,reviewer3,exclusion_reason
849,WoS,Dordevic,2018,An insight into chemical composition and biological activity of Montenegrin Vranac red wine,10.1016/j.scienta.2017.11.033,exclude,exclude,exclude,Review or non-original article
850,WoS,Liu,2024,A grape-supplemented diet prevented ultraviolet (UV) radiation-induced cataract by regulating Nrf2 and XIAP pathways,10.1016/j.jnutbio.2024.109636,exclude,exclude,exclude,Animal or in vitro study
851,WoS,Nassiri-Asl,2009,Review of the Pharmacological Effects of Vitis vinifera (Grape) and its Bioactive Compounds,10.1002/ptr.2761,exclude,exclude,exclude,Review or non-original article
852,WoS,Eker,2020,A Review of Factors Affecting Anthocyanin Bioavailability: Possible Implications for the Inter-Individual Variability,10.3390/foods9010002,exclude,exclude,exclude,Review or non-original article
853,WoS,McCune,2011,Cherries and Health: A Review,10.1080/10408390903001719,exclude,exclude,exclude,Review or non-original article
854,WoS,Bergh,2021,"Effects of Bilberry and Oat intake on lipids, inflammation and exercise capacity after Acute Myocardial Infarction (BIOAMI): study protocol for a randomized, double-blind, placebo-controlled trial",10.1186/s13063-021-05287-5,exclude,exclude,exclude,"Protocol, abstract or other non-report"
855,WoS,Mortas,2017,Nutritional evaluation of commonly consumed berries: composition and health effects,10.17660/th2017/72.1.1,exclude,exclude,exclude,Review or non-original article
856,WoS,Korczowska-Lacka,2023,Disorders of Endogenous and Exogenous Antioxidants in Neurological Diseases,10.3390/antiox12101811,exclude,exclude,exclude,Review or non-original article
857,WoS,Johnson,2026,Wild blueberries and cardiometabolic health: a current review of the evidence,10.1080/10408398.2025.2610406,exclude,exclude,exclude,Review or non-original article
858,WoS,Wang,2018,Gut microbiota derived metabolites in cardiovascular health and disease,10.1007/s13238-018-0549-0,exclude,exclude,exclude,Review or non-original article
859,WoS,Sánchez-Feria,2017,GENOTYPE AND ENVIRONMENTAL EFFECTS ON PHYSICAL AND CHEMICAL QUALITIES OF MEXICAN VARIETIES OF Hibiscus sabdariffa L. FLOWERS,,exclude,exclude,exclude,Review or non-original article
860,WoS,Çam,2015,Phenolics of pomegranate peels: extraction optimization by central composite design and alpha glucosidase inhibition potentials,10.1007/s13197-013-1148-y,exclude,exclude,exclude,Review or non-original article
861,WoS,Fakeye,2008,Toxicity and immunomodulatory activity of fractions of Hibiscus sabdariffa Linn (family Malvaceae) in animal models,,exclude,exclude,exclude,Animal or in vitro study
862,WoS,Rodríguez-Pérez,2019,Grape Seeds Proanthocyanidins: An Overview of In Vivo Bioactivity in Animal Models,10.3390/nu11102435,exclude,exclude,exclude,Animal or in vitro study
863,WoS,Putta,2017,Anthocyanins: Multi-Target Agents for Prevention and Therapy of Chronic Diseases,10.2174/1381612823666170519151801,exclude,exclude,exclude,Review or non-original article
864,WoS,Yang,2010,Hypolipidemic and antioxidant effects of mulberry (Morus alba L.) fruit in hyperlipidaemia rats,10.1016/j.fct.2010.05.074,exclude,exclude,exclude,Animal or in vitro study
865,WoS,Alarcon-Aguilar,2007,Effect of Hibiscus sabdariffia on obesity in MSG mice,10.1016/j.jep.2007.07.020,exclude,exclude,exclude,Animal or in vitro study
866,WoS,Mireles,2025,Genomic and Cytotoxic Damage in Wistar Rats and Their Newborns After Transplacental Exposure to Hibiscus sabdariffa Hydroalcoholic Extract,10.3390/ijms26157448,exclude,exclude,exclude,Animal or in vitro study
867,WoS,Zitouni,2020,Phytochemical Components and Bioactivity Assessment among Twelve Strawberry (Arbutus unedo L.) Genotypes Growing in Morocco Using Chemometrics,10.3390/foods9101345,exclude,exclude,exclude,Review or non-original article
868,WoS,Daskalova,2022,Aronia melanocarpa Fruit Juice Modulates ACE2 Immunoexpression and Diminishes Age-Related Remodeling of Coronary Arteries in Rats,10.3390/foods11091220,exclude,exclude,exclude,Animal or in vitro study
869,WoS,El-Serafy,2024,"As a Natural Antioxidant: Sesbania Grandiflora Leaf Extract Enhanced Growth and Yield Performance, Active Ingredients and Tolerance of Hibiscus Sabdariffa L. Under Salt-Affected Soil",10.1007/s42729-024-01763-4,exclude,exclude,exclude,Review or non-original article
870,WoS,Wang,2012,Antioxidant capacity and α-glucosidase inhibitory activity in peel and flesh of blueberry (Vaccinium spp.) cultivars,10.1016/j.foodchem.2011.11.134,exclude,exclude,exclude,Animal or in vitro study
871,WoS,Fakeye,2008,Immunomodulatory effect of extracts of Hibiscus sabdariffa L. (family malvaceae) in a mouse model,10.1002/ptr.2370,exclude,exclude,exclude,Animal or in vitro study
872,WoS,Johnson,2013,IN VITRO INHIBITORY ACTIVITIES OF THE EXTRACT OF HIBISCUS SABDARIFFA L. (FAMILY MALVACEAE) ON SELECTED CYTOCHROME P450 ISOFORMS,10.4314/ajtcam.v10i3.22,exclude,exclude,exclude,Animal or in vitro study
873,WoS,McCullough,2012,Flavonoid intake and cardiovascular disease mortality in a prospective cohort of US adults,10.3945/ajcn.111.016634,exclude,exclude,exclude,Other reason not meeting eligibility criteria
874,WoS,Kampschulte,2020,Dietary Polyphenols Inhibit the Cytochrome P450 Monooxygenase Branch of the Arachidonic Acid Cascade with Remarkable Structure-Dependent Selectivity and Potency,10.1021/acs.jafc.0c04690,exclude,exclude,exclude,Animal or in vitro study
875,WoS,Losso,2018,Pilot Study of the Tart Cherry Juice for the Treatment of Insomnia and Investigation of Mechanisms,10.1097/mjt.0000000000000584,exclude,exclude,exclude,Other reason not meeting eligibility criteria
876,WoS,Sarkar,2017,In vitro screening and evaluation of phenolic antioxidant-linked anti-hyperglycemic functions of rabbit-eye blueberry (Vaccinium ashei) cultivars,10.3233/jbr-170154,exclude,exclude,exclude,Animal or in vitro study
877,WoS,Lee,2010,Bioactivities of Kernel Extracts of 18 Strains of Maize (Zea mays),10.1111/j.1750-3841.2010.01784.x,exclude,exclude,exclude,Animal or in vitro study
878,WoS,Davinelli,2021,Effects of Flavonoid Supplementation on Common Eye Disorders: A Systematic Review and Meta-Analysis of Clinical Trials,10.3389/fnut.2021.651441,exclude,exclude,exclude,Other reason not meeting eligibility criteria
879,WoS,Pranprawit,2015,ANTIOXIDANT ACTIVITY AND INHIBITORY POTENTIAL OF BLUEBERRY EXTRACTS AGAINST KEY ENZYMES RELEVANT FOR HYPERGLYCEMIA,10.1111/jfbc.12094,exclude,exclude,exclude,Animal or in vitro study
880,WoS,Li,2024,Berries and Their Active Compounds in Prevention of Age-Related Macular Degeneration,10.3390/antiox13121558,exclude,exclude,exclude,Review or non-original article
881,WoS,Rashwan,2024,Unveiling the Mechanisms of the Development of Blueberries-Based Functional Foods: An Updated and Comprehensive Review,10.1080/87559129.2023.2245025,exclude,exclude,exclude,Review or non-original article
882,WoS,Mlynarczyk,2022,"Diet, Oxidative Stress, and Blood Serum Nutrients in Various Types of Glaucoma: A Systematic Review",10.3390/nu14071421,exclude,exclude,exclude,Review or non-original article
883,WoS,Ramdas,2018,The relation between dietary intake and glaucoma: a systematic review,10.1111/aos.13662,exclude,exclude,exclude,Review or non-original article
884,WoS,Sim,2022,Treatment of Glaucoma with Natural Products and Their Mechanism of Action: An Update,10.3390/nu14030534,exclude,exclude,exclude,Review or non-original article
885,Scopus,Kour N.,2024,Polyphenols mediated attenuation of diabetes associated cardiovascular complications: A comprehensive review,10.1007/s40200-023-01326-x,exclude,exclude,exclude,Review or non-original article
886,Scopus,Christiansen C.B.,2022,Ef fects of Aronia melanocarpa on Cardiometabolic Diseases: A Systematic Review of Quasi-Design Studies and Randomized Controlled Trials,10.1900/rds.2022.18.76,include,include,include,
887,Scopus,Mohanty S.,2025,"Mobilizing Stockpile of Nature: Phytochemicals, Herbal Extracts, and Dietary Supplements for Managing Metabolic Diseases with Concentric Focus on Obesity",10.2174/0118715303316634240822073810,exclude,exclude,exclude,Review or non-original article
888,Scopus,Hadrich F.,2022,Protective effect of olive leaves phenolic compounds against neurodegenerative disorders: Promising alternative for Alzheimer and Parkinson diseases modulation,10.1016/j.fct.2021.112752,exclude,exclude,exclude,Review or non-original article
889,Scopus,Bell W.,2025,A flavonoid-rich diet is associated with a lower risk of chronic kidney disease: A prospective cohort study,10.1016/j.clnu.2025.05.026,include,include,include,
890,Scopus,Silva M.G.D.,2022,Bioactive Natural Products against Systemic Arterial Hypertension: A Past 20-Year Systematic and Prospective Review,10.1155/2022/8499625,exclude,exclude,exclude,Review or non-original article
891,Scopus,Wang Z.,2024,The mediating role of sugar and lipid metabolism and systemic inflammation in the association between breakfast skipping and periodontitis: A population-based study,10.1002/jper.24-0079,exclude,exclude,exclude,Other reason not meeting eligibility criteria
892,Scopus,Dey S.,2022,Exploring Current Role of Nanotechnology Used in Food Processing Industry to Control Food Additives and their Biochemical Mechanisms,10.2174/1389450123666211216150355,exclude,exclude,exclude,Review or non-original article
893,Scopus,Kumari M.,2023,Recent Advancement and Novel Application of Natural Polyphenols for the Treatment of Allergy Asthma: From Phytochemistry to Biological Implications,10.1615/critrevimmunol.2023050289,exclude,exclude,exclude,Review or non-original article
894,Scopus,Gawas M.,2022,A Comprehensive Review on Varicose Veins: Preventive Measures and Different Treatments,10.1080/07315724.2021.1909510,exclude,exclude,exclude,Review or non-original article
895,Scopus,Frumuzachi O.,2024,The Impact of Cornelian Cherry (Cornus mas L.) on Cardiometabolic Risk Factors: A Meta-Analysis of Randomised Controlled Trials,10.3390/nu16132173,include,include,include,
896,Scopus,Singhai H.,2024,The Potential of Natural Products in the Management of Cardiovascular Disease,10.2174/0113816128295053240207090928,exclude,exclude,exclude,Review or non-original article
897,Scopus,Mou T.,2023,Dietary Flavonoid Intake and Carotid Calcification in Patients with Ischemic Stroke,10.1159/000532117,include,include,include,
898,Scopus,Ruskovska T.,2022,Systematic analysis of nutrigenomic effects of polyphenols related to cardiometabolic health in humans – Evidence from untargeted mRNA and miRNA studies,10.1016/j.arr.2022.101649,exclude,exclude,exclude,Other reason not meeting eligibility criteria
899,Scopus,Li Y.,2025,Higher adherence to (poly)phenol-rich diet is associated with lower CVD risk in the TwinsUK cohort,10.1186/s12916-025-04481-5,exclude,exclude,exclude,Other reason not meeting eligibility criteria
900,Scopus,Arrigoni R.,2023,Natural Bioactive Compounds against Oxidative Stress: Dietary Polyphe-nols Strike Back,10.2174/1871530323666221107092553,exclude,exclude,exclude,Review or non-original article
901,Scopus,Sen A.,2021,Jekyll and Hyde: nuclear receptors ignite and extinguish hepatic oxidative milieu,10.1016/j.tem.2021.07.009,exclude,exclude,exclude,Review or non-original article
902,Scopus,Mudd N.,2022,Caenorhabditis elegans as an in vivo model for food bioactives: A review,10.1016/j.crfs.2022.05.001,exclude,exclude,exclude,Review or non-original article
903,Scopus,Hu H.,2023,Identification of Potential Biomarkers for Group I Pulmonary Hypertension Based on Machine Learning and Bioinformatics Analysis,10.3390/ijms24098050,exclude,exclude,exclude,Other reason not meeting eligibility criteria
904,Scopus,Garzón A.G.,2026,Fermented Pistachio-Based Beverages as Novel Functional Foods: Improved Phenolic Bioaccessibility and Antidiabetic Properties,10.3390/foods15101639,exclude,exclude,exclude,Animal or in vitro study
905,Scopus,Proença I.C.T.,2024,Impact of thyroid hormones and grape juice on biochemical markers and metabolic control proteins in experimental pulmonary arterial hypertension,10.1590/s2175-97902024e23512,exclude,exclude,exclude,Animal or in vitro study
906,Scopus,Yan Q.,2022,New Advances in Improving Bone Health Based on Specific Gut Microbiota,10.3389/fcimb.2022.821429,exclude,exclude,exclude,Review or non-original article
907,Scopus,Bhat Y.,2023,Molecular targets and therapeutic strategies for triple-negative breast cancer,10.1007/s11033-023-08868-6,exclude,exclude,exclude,Review or non-original article
908,Scopus,Frenț O.-D.,2024,"A Systematic Review: Quercetin—Secondary Metabolite of the Flavonol Class, with Multiple Health Benefits and Low Bioavailability",10.3390/ijms252212091,exclude,exclude,exclude,Review or non-original article
909,Scopus,Alum E.U.,2025,"Role of phytochemicals in cardiovascular disease management: Insights into mechanisms, efficacy, and clinical application",10.1016/j.phyplu.2024.100695,exclude,exclude,exclude,Review or non-original article
910,Scopus,Kiani Z.,2023,The effect of phytochemicals in prediabetic patients: A systematic review of randomized controlled trials,10.1002/ptr.7892,exclude,exclude,exclude,Other reason not meeting eligibility criteria
911,Scopus,Zulfiqar S.,2022,Hibiscus sabdariffa inhibits α-glucosidase activity in vitro and lowers postprandial blood glucose response in humans,10.1016/j.hnm.2022.200164,exclude,exclude,exclude,Other reason not meeting eligibility criteria
912,Scopus,Divya K.P.,2024,SIRT6 in Regulation of Mitochondrial Damage and Associated Cardiac Dysfunctions: A Possible Therapeutic Target for CVDs,10.1007/s12012-024-09858-1,exclude,exclude,exclude,Review or non-original article
913,Scopus,Sagar N.A.,2026,Bioactive potential of Java plum processing residues: Valorization strategies and health-promoting applications,10.1016/j.afres.2026.102036,exclude,exclude,exclude,Review or non-original article
914,Scopus,do Nascimento A.C.,2026,"Integrated metagenomic and metabolomic profiling in an in vitro colonic fermentation study to assess the impacts of conventional, unconventional, and whole edible beet (Beta vulgaris L.) parts on the composition and metabolic responses of the intestinal microbiota of hypertensive individuals",10.1016/j.jnutbio.2026.110316,exclude,exclude,exclude,Animal or in vitro study
915,Scopus,Peethambaran H.,2025,MOLECULAR DOCKING STUDIES OF NEW ANTIHYPERTENSIVE DRUG BASED ON DELPHINIDIN-3-SAMBUBIOSIDE ANALOGS USING ANGIOTENSIN I–CONVERTING ENZYME AS THE TARGET,10.22159/ajpcr.2025v18i6.54657,exclude,exclude,exclude,Other reason not meeting eligibility criteria
916,Scopus,Moss S.L.,2023,The Effects of an Acute Dose of New Zealand Blackcurrant Extract on 5-km Running Performance,10.1123/ijsnem.2023-0029,exclude,exclude,exclude,Other reason not meeting eligibility criteria
917,Scopus,Kishan H.,2024,Amelioration of Type 2 Diabetes Mellitus by Plant-derived Natural Dipeptidyl Peptidase-4 Inhibitors through Incretin Degradation Lowering Effect: An Updated Review,10.2174/1573408019666230912123312,exclude,exclude,exclude,Review or non-original article
918,Scopus,Johari L.N.,2026,Anthocyanin metabolism and vasorelaxant activity in cardiovascular related diseases: A systematic literature review,10.28916/lsmb.10.1.2026.240,include,include,include,
919,Scopus,Cheung B.,2023,Lipid-Lowering Nutraceuticals for an Integrative Approach to Dyslipidemia,10.3390/jcm12103414,exclude,exclude,exclude,Review or non-original article
920,Scopus,El-Hashash S.A.,2022,Prevention of Hepatorenal Insufficiency Associated with Lead Exposure by Hibiscus sabdariffa L. Beverages Using In Vivo Assay,10.1155/2022/7990129,exclude,exclude,exclude,Animal or in vitro study
921,Scopus,Simanjuntak Y.,2026,Dietary phytochemicals as multitarget strategies against metabolic syndrome: Mechanistic basis and translational outlook,10.1016/j.focha.2026.101226,exclude,exclude,exclude,Review or non-original article
922,Scopus,Zhou W.,2024,A case report of autosomal recessive polycystic kidney disease with noncompaction of ventricular myocardium: coincidence or different manifestations of ciliopathy?,10.1186/s12882-024-03642-7,exclude,exclude,exclude,Review or non-original article
923,Scopus,Nambooze J.,2026,"Exploring the phytochemical composition, ethnomedicinal uses, and therapeutic potential of Prunus species: a comprehensive review",10.1007/s00210-026-05267-z,exclude,exclude,exclude,Review or non-original article
924,Scopus,Mohd Suhaili N.I.,2022,"Ethnomedicine, phytochemistry, and bioactivities of Hibiscus sabdariffa L. (Malvaceae)",10.34172/jhp.2022.52,exclude,exclude,exclude,Review or non-original article
925,Scopus,Menaker Y.,2024,Stratification of Atherosclerosis based on Plasma Metabolic States,10.1210/clinem/dgad672,exclude,exclude,exclude,Other reason not meeting eligibility criteria
926,Scopus,Bih R.A.,2023,South African Medicinal Plants Used in the Treatment of Human Bacterial Infections: An updated Review,10.13005/bpj/2771,exclude,exclude,exclude,Review or non-original article
927,Scopus,Wu X.,2022,Activation of Nrf2 signaling: A key molecular mechanism of protection against cardiovascular diseases by natural products,10.3389/fphar.2022.1057918,exclude,exclude,exclude,Review or non-original article
928,Scopus,Kurnia D.,2024,A Review of Tannin Compounds in Avocado as Antioxidants,10.26538/tjnpr/v8i10.1,exclude,exclude,exclude,Review or non-original article
929,Scopus,Park S.,2024,Interplay between polygenic variants related immune response and lifestyle factors mitigate the chances of stroke in a genome-wide association study,10.1017/s0007114524000394,exclude,exclude,exclude,Other reason not meeting eligibility criteria
930,Scopus,Ahmadi A.,2022,Polyphenols and atherosclerosis: A critical review of clinical effects on LDL oxidation,10.1016/j.phrs.2022.106414,exclude,exclude,exclude,Review or non-original article
931,Scopus,Bhandare S.D.,2024,Examination of Hibiscus sabdariffa’s bioactive arsenal: pharmacological prospects and comprehensive insights into catalysing health and wellness through its therapeutic attributes—an exposition,10.1093/jpp/rgad125,exclude,exclude,exclude,Review or non-original article
932,Scopus,Cherik R. Sangma H.,2023,Health benefits of black rice (Zizania aqatica) - a review,10.1016/j.matpr.2021.07.257,exclude,exclude,exclude,Review or non-original article
933,Scopus,Islam S.,2026,Bioactive Caffeoylquinic Acid Derivatives from Sweet Potato (Ipomoea batatas L.) Leaves: A Comprehensive Review,10.2174/0115734013375846250905073018,exclude,exclude,exclude,Review or non-original article
934,Scopus,Dwibedi V.,2022,Inhibitory activities of grape bioactive compounds against enzymes linked with human diseases,10.1007/s00253-022-11801-9,exclude,exclude,exclude,Animal or in vitro study
935,Scopus,Golubnitschaja O.,2024,Mini-encyclopedia of mitochondria-relevant nutraceuticals protecting health in primary and secondary care—clinically relevant 3PM innovation,10.1007/s13167-024-00358-4,exclude,exclude,exclude,Review or non-original article
936,Scopus,Chrysikopoulou V.,2026,"Beneficial Synergistic Roles of Flavonoids and Vitamin C Against Inflammatory Complications, Cancer, and Cardiovascular Diseases: A Comprehensive Review",10.3390/app16041838,exclude,exclude,exclude,Review or non-original article
937,Scopus,Tatoli R.,2026,Dietary Anthocyanin Intake and Risk of Metabolic Dysfunction-Associated Steatotic Liver Disease: Results from the NUTRIHEP Study,10.3390/antiox15070802,exclude,exclude,exclude,Other reason not meeting eligibility criteria
938,Scopus,Verma A.,2024,A Review of Modern and Traditional Approaches for the Management of Pulmonary Hypertension,10.2174/2215083810666230712091733,exclude,exclude,exclude,Review or non-original article
939,Scopus,Li J.,2024,Effect of Dietary Flavonoids on Circadian Syndrome: A Population-Based Cross-Sectional Study,10.1089/met.2023.0245,exclude,exclude,exclude,Other reason not meeting eligibility criteria
940,Scopus,Hedayati N.,2023,Impact of polyphenols on heart failure and cardiac hypertrophy: clinical effects and molecular mechanisms,10.3389/fcvm.2023.1174816,exclude,exclude,exclude,Review or non-original article
941,Scopus,Cheok A.,2026,Flavonoids,10.1016/j.advnut.2026.100611,exclude,exclude,exclude,Review or non-original article
942,Scopus,Borda M.G.,2026,Anthocyanin supplementation in adults at risk for dementia: a randomized controlled trial on its cardiometabolic and anti-inflammatory biomarker effects,10.1007/s11357-025-01669-8,exclude,exclude,exclude,Other reason not meeting eligibility criteria
943,Scopus,Le Sayec M.,2022,The effects of Aronia berry (poly)phenol supplementation on arterial function and the gut microbiome in middle aged men and women: Results from a randomized controlled trial,10.1016/j.clnu.2022.08.024,include,include,include,
944,Scopus,Carnauba R.A.,2025,"Associations Between Polyphenol Intake, Cardiometabolic Risk Factors and Metabolic Syndrome in the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil)",10.1016/j.tjnut.2024.11.016,exclude,exclude,exclude,Observational design
945,Scopus,Maturana-Pérez L.R.,2024,Identification of proinflammatory pathways and promising bioactive polyphenols for the treatment of sickle cell anemia by in silico study and network pharmacology,10.1016/j.imu.2024.101534,exclude,exclude,exclude,Animal or in vitro study
946,Scopus,Jia X.,2024,Relationship Between Dietary Inflammatory Index and Carotid Artery Calcification in Patients with Ischemic Stroke,10.2147/jir.s479965,exclude,exclude,exclude,Other reason not meeting eligibility criteria
947,Scopus,Patil S.B.,2023,Pharmacological Activities of Gongura (Roselle) Leaf: Recent Advances,10.18311/jnr/2023/29281,exclude,exclude,exclude,Review or non-original article
948,Scopus,Talebi M.,2023,The Protective Role of Grape Seed in Obesity and Lipid Profile: An Updated Narrative Overview of Preclinical and Clinical Studies,10.2174/1871530322666220630091859,exclude,exclude,exclude,Review or non-original article
949,Scopus,Dyda M.,2024,Is the treatment of glaucoma limited to topical drops only?,10.31373/ejtcm/196849,exclude,exclude,exclude,Review or non-original article
950,Scopus,Yanru L.,2025,Recent Nutraceutical Interventions for Hypertension: A Comprehensive Review of Randomized Clinical Evidence,10.1007/s13668-025-00681-w,exclude,exclude,exclude,Review or non-original article
951,Scopus,Wang C.,2025,Associations of the Intake of Individual and Multiple Flavonoids with Metabolic Dysfunction Associated Steatotic Liver Disease in the United States,10.3390/nu17020205,exclude,exclude,exclude,Other reason not meeting eligibility criteria
952,Scopus,Ndolo V.,2022,Phytochemicals in commonly consumed foods in malawian diets,10.31989/ffhd.v12i10.976,exclude,exclude,exclude,Review or non-original article
953,Scopus,Chda A.,2023,Flavonoids as G Protein-coupled Receptors Ligands: New Potential Therapeutic Natural Drugs,10.2174/0113894501268871231127105219,exclude,exclude,exclude,Review or non-original article
954,Scopus,Mohan K.R.,2026,"Bioactive Compounds in Mulberry: Their Implications in Health, Disease Prevention, and Food Processing",10.2174/0115734013382435251128035052,exclude,exclude,exclude,Review or non-original article
955,Scopus,Jiang C.,2024,Evaluating the relationship between dietary flavonoids intake and constipation incidence in the general US population,10.1186/s12876-024-03551-x,exclude,exclude,exclude,Other reason not meeting eligibility criteria
956,Scopus,Grewal J.,2023,Current Perspective and Mechanistic Insights on Bioactive Plant Secondary Metabolites for the Prevention and Treatment of Cardiovascular Diseases,10.2174/011871529x262371231009132426,exclude,exclude,exclude,Review or non-original article
957,Scopus,Sesso H.D.,2024,"Intake of Blueberries, Anthocyanins, and Risk of Eye Disease in Women",10.1016/j.tjnut.2024.02.028,exclude,exclude,exclude,Other reason not meeting eligibility criteria
958,Scopus,Ranasinghe R.,2023,Cytoprotective remedies for ameliorating nephrotoxicity induced by renal oxidative stress,10.1016/j.lfs.2023.121466,exclude,exclude,exclude,Review or non-original article
959,Scopus,Li H.,2023,Research Progress of Flavonoids Regulating Endothelial Function,10.3390/ph16091201,exclude,exclude,exclude,Review or non-original article
960,Scopus,Ishak S.F.,2022,Sensorial and physicochemical characterisation of snack bar with gum arabic (Acacia seyal) addition,10.26656/fr.2017.6(2).141,exclude,exclude,exclude,Review or non-original article
961,Scopus,Gontova T.,2024,Phytochemical Analysis of Anthocyanins Extracted from the Flowers of Two Dahlia Cultivars and their Cytotoxic Properties,10.13005/bpj/2900,exclude,exclude,exclude,Review or non-original article
962,Scopus,Huang L.,2024,The role of IL-17 family cytokines in cardiac fibrosis,10.3389/fcvm.2024.1470362,exclude,exclude,exclude,Review or non-original article
963,Scopus,Rasania N.,2024,A comprehensive review on the anti-diabetic properties of various flavonoids,10.1007/s13596-023-00725-y,exclude,exclude,exclude,Review or non-original article
964,Scopus,Wang C.,2022,Natural phytochemicals prevent side effects in BRCA-mutated ovarian cancer and PARP inhibitor treatment,10.3389/fphar.2022.1078303,exclude,exclude,exclude,Review or non-original article
965,Scopus,Adel Mehraban M.S.,2021,Targeting dyslipidemia by herbal medicines: A systematic review of meta-analyses,10.1016/j.jep.2021.114407,exclude,exclude,exclude,Other reason not meeting eligibility criteria
966,Scopus,Nikiforova E.B.,2022,CURRENT STATE OF RESEARCH IN THE FIELD OF CHEMICAL COMPOSITION AND PHARMACOLOGICAL EFFECTS OF ZEA MAYDIS STYLI CUM STIGMATIS; [СОВРЕМЕННОЕ СОСТОЯНИЕ ИССЛЕДОВАНИЙ В ОБЛАСТИ ХИМИЧЕСКОГО СОСТАВА И ФАРМАКОЛОГИЧЕСКОГО ДЕЙСТВИЯ КУКУРУЗЫ СТОЛБИКОВ С РЫЛЬЦАМИ (ОБЗОР ЛИТЕРАТУРЫ)],10.19163/2307-9266-2022-10-1-4-18,exclude,exclude,exclude,Review or non-original article
967,Scopus,Ke S.,2024,Remodeling of white adipose tissue microenvironment against obesity by phytochemicals,10.1002/ptr.7758,exclude,exclude,exclude,Review or non-original article
968,Scopus,Pollicino F.,2023,Mediterranean diet and mitochondria: New findings,10.1016/j.exger.2023.112165,exclude,exclude,exclude,Review or non-original article
969,Scopus,Yang B.,2022,New insight into the management of renal excretion and hyperuricemia: Potential therapeutic strategies with natural bioactive compounds,10.3389/fphar.2022.1026246,exclude,exclude,exclude,Review or non-original article
970,Scopus,Thilagavathi R.,2023,Recent insights into the hepatoprotective potential of medicinal plants and plant-derived compounds,10.1002/ptr.7821,exclude,exclude,exclude,Review or non-original article
971,Scopus,Jalili F.,2024,The effects of citrus flavonoids supplementation on endothelial function: A systematic review and dose–response meta-analysis of randomized clinical trials,10.1002/ptr.8190,include,include,include,
972,Scopus,Andishmand H.,2025,"Pharmacodynamics, pharmacokinetics, and cell signaling pathways of pomegranate peel extract",10.1007/s11101-025-10076-y,exclude,exclude,exclude,Review or non-original article
973,Scopus,Kocabas S.,2024,The power of berries against cardiovascular diseases,10.1093/nutrit/nuad111,exclude,exclude,exclude,Review or non-original article
974,Scopus,Yan X.,2022,"Current advances on the phytochemical composition, pharmacologic effects, toxicology, and product development of Phyllanthi Fructus",10.3389/fphar.2022.1017268,exclude,exclude,exclude,Review or non-original article
975,Scopus,Phukan B.C.,2023,Therapeutic considerations of bioactive compounds in Alzheimer's disease and Parkinson's disease: Dissecting the molecular pathways,10.1002/ptr.8012,exclude,exclude,exclude,Review or non-original article
976,Scopus,Kim H.Y.,2023,A Review of the Biological Properties of Purple Corn (Zea mays L.),10.3390/scipharm91010006,exclude,exclude,exclude,Review or non-original article
977,Scopus,Umar A.H.,2025,"Unveiling the Pharmacological Mechanism of Cosmos Caudatus Compounds as Lung Cancer Drug Candidates: Pharmacology Networking, Molecular Docking, and Experimental Validation",10.1007/s12247-025-09989-0,exclude,exclude,exclude,Animal or in vitro study
978,Scopus,Cao Y.,2021,The antihypertensive potential of flavonoids from Chinese Herbal Medicine: A review,10.1016/j.phrs.2021.105919,exclude,exclude,exclude,Review or non-original article
979,Scopus,Mendoza-Sarmiento D.,2023,Effect of Pigmented Rice Consumption on Cardiometabolic Risk Factors: A Systematic Review of Randomized Controlled Trials,10.1007/s13668-023-00496-7,include,include,include,
980,Scopus,Djibril Moussa M.I.,2023,Developments in research on the nutritional health-promoting properties of three traditional leafy vegetables commonly consumed in sub-Saharan Africa,10.1016/j.hermed.2023.100668,exclude,exclude,exclude,Review or non-original article
981,Scopus,Bardinet J.,2022,Patterns of polyphenol intake and risk of depressive symptomatology in a population-based cohort of older adults,10.1016/j.clnu.2022.10.006,exclude,exclude,exclude,Other reason not meeting eligibility criteria
982,Scopus,Li J.,2025,Effects of natural products on macrophage immunometabolism: A new frontier in the treatment of metabolic diseases,10.1016/j.phrs.2025.107634,exclude,exclude,exclude,Review or non-original article
983,Scopus,Basnett D.,2023,A review on medicinal values and pharmacological importance of Moraceae,10.14719/pst.2385,exclude,exclude,exclude,Review or non-original article
984,Scopus,Liu J.,2024,Lycium ruthenicum water extract preserves retinal ganglion cells in chronic ocular hypertension mouse models,10.3389/fphar.2024.1404119,exclude,exclude,exclude,Animal or in vitro study
985,Scopus,Huynh D.T.M.,2024,Investigation of acute and sub-chronic oral toxicity and effects of Allium ascalonicum L. extract on Triton WR1339-induced hyperlipidemia on Swiss albino mice,10.1016/j.prmcm.2024.100407,exclude,exclude,exclude,Animal or in vitro study
986,Scopus,Fan Y.,2024,"Traditional uses, phytochemistry, pharmacology, toxicity and clinical application of traditional Chinese medicine Cynoglossum amabile: a review",10.3389/fphar.2024.1325283,exclude,exclude,exclude,Review or non-original article
987,Scopus,Amorim R.,2025,Chemical Characterization and Differential Lipid-Modulating Effects of Selected Plant Extracts from Côa Valley (Portugal) in a Cell Model for Liver Steatosis,10.3390/ph18010039,exclude,exclude,exclude,Animal or in vitro study
